question_id,role,ticker,year,report_id,table,table_ordinal,row,column,row_label,column_header,raw,parsed_value,source_section,seed_column_header,source_scale,sign_convention,value_base,raw_occurrences_in_logical_grid,title_context
461,cfo,BSR,2017,BSR_financial_statements_2017_consolidated,BSR_financial_statements_2017_consolidated|326,5,19,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Năm nay | I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH | 8.110.069.333.150,9.102.453.132.105,9102453132105.0,,cfo,1.0,as_printed,9102453132105.0,1,"['BÁO CÁO LƯU CHUYÊN TIỀN TỆ HỢP NHẮT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
461,revenue,PLX,2017,PLX_financial_statements_2017_consolidated,PLX_financial_statements_2017_consolidated|247,5,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),2017 VND | 153.736.210.568.322 | 39.153.702.504,153.697.056.865.818,153697056865818.0,,net_revenue,1.0,as_printed,153697056865818.0,1,"['Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
461,net_profit,PLX,2017,PLX_financial_statements_2017_consolidated,PLX_financial_statements_2017_consolidated|247,5,19,3,Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52)(chuyển sang trang sau),2017 VND | 153.736.210.568.322 | 39.153.702.504,3.911.662.700.460,3911662700460.0,,npat,1.0,as_printed,3911662700460.0,1,"['Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
461,liabilities,PLX,2017,PLX_financial_statements_2017_consolidated,PLX_financial_statements_2017_consolidated|210,3,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),31/12/2017 VND | NGUỒN VỐN | 38.385.075.927.607,38.385.075.927.607,38385075927607.0,,liabilities,1.0,as_printed,38385075927607.0,1,"['Mẫu B 01 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
461,equity,PLX,2017,PLX_financial_statements_2017_consolidated,PLX_financial_statements_2017_consolidated|227,4,1,3,VỐN CHỦ SỞ HỮU (400 = 410),31/12/2017 VND | 23.383.985.164.952,23.383.985.164.952,23383985164952.0,,equity,1.0,as_printed,23383985164952.0,2,"['Mẫu B 01 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
461,cfo,PLX,2017,PLX_financial_statements_2017_consolidated,PLX_financial_statements_2017_consolidated|300,7,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,2017 VND | LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH | 4.784.967.140.017,1.776.956.026.906,1776956026906.0,,cfo,1.0,as_printed,1776956026906.0,1,"['Mâu B 03 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 cua Bộ Tài chính)']"
461,revenue,PVT,2017,PVT_financial_statements_2017_consolidated,PVT_financial_statements_2017_consolidated|285,6,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),Năm nay | 6.147.640.210.071 | -,6.147.640.210.071,6147640210071.0,,net_revenue,1.0,as_printed,6147640210071.0,2,"['BÁO CÁO KÊT QUÀ HOẠT ĐÔNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
461,net_profit,PVT,2017,PVT_financial_statements_2017_consolidated,PVT_financial_statements_2017_consolidated|285,6,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),Năm nay | 6.147.640.210.071 | -,533.686.118.831,533686118831.0,,npat,1.0,as_printed,533686118831.0,1,"['BÁO CÁO KÊT QUÀ HOẠT ĐÔNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
461,liabilities,PVT,2017,PVT_financial_statements_2017_consolidated,PVT_financial_statements_2017_consolidated|246,5,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 4.541.840.355.753 | 1.972.889.886.852,4.541.840.355.753,4541840355753.0,,liabilities,1.0,as_printed,4541840355753.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2017']"
461,equity,PVT,2017,PVT_financial_statements_2017_consolidated,PVT_financial_statements_2017_consolidated|246,5,19,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 4.541.840.355.753 | 1.972.889.886.852,4.661.701.710.755,4661701710755.0,,equity,1.0,as_printed,4661701710755.0,2,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2017']"
461,cfo,PVT,2017,PVT_financial_statements_2017_consolidated,PVT_financial_statements_2017_consolidated|326,7,19,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Năm nay | I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH | 670.908.038.317,745.133.369.782,745133369782.0,,cfo,1.0,as_printed,745133369782.0,1,"['BÁO CÁO LƯU CHUYÊN TIỀN TÊ HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
578,value,BAF,2025,BAF_financial_statements_2025_separate,BAF_financial_statements_2025_separate|240,5,8,3,2. Trả trước cho người bán ngắn hạn,Số cuối năm | 4.988.254.708.676 | 193.464.572.724,358.968.990.702,358968990702.0,,,1.0,as_printed,358968990702.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG', 'vào ngày 31 tháng 12 năm 2025', 'VND']"
578,value,BAF,2022,BAF_financial_statements_2022_separate,BAF_financial_statements_2022_separate|242,5,11,3,2. Trả trước cho người bán ngắn hạn,Số cuối năm | 2.069.971.998.188 | 119.564.393.862,25.699.870.125,25699870125.0,,,1.0,as_printed,25699870125.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG', 'vào ngày 31 tháng 12 năm 2022', 'VND']"
579,value,IJC,2016,IJC_financial_statements_2016_separate,IJC_financial_statements_2016_separate|1484,57,1,1,Lãi tiền gửi có kỳ hạn,Năm nay | 2.262.694.070 | 212.689.588,2.262.694.070,2262694070.0,,,1.0,as_printed,2262694070.0,1,"['(i) Trong đó giá vốn trích trước của hàng hóa, thành phẩm bất động sản đã bán như sau:', 'Hạng mục Năm nay Năm trước Giá trị trích trước Thời gian dự kiến phát sinh Giá trị trích trước Thời gian dự kiến phát sinh Dự án IJC Vĩnh Tân 19.325.439.780 Trong năm 2017 143.325.177.181 Trong năm 2016', '4. Doanh thu hoạt động tài chính']"
579,value,IJC,2021,IJC_financial_statements_2021_separate,IJC_financial_statements_2021_separate|1690,57,1,1,Lãi tiền gửi có kỳ hạn,Năm nay | 6.046.821.980 | 333.606.888,6.046.821.980,6046821980.0,,,1.0,as_printed,6046821980.0,1,"['(i) Trong đó giá vốn trích trước của thành phẩm bất động sản đã bán như sau:', 'Hạng mục Năm nay Năm trước Giá trị trích trước Thời gian dự kiến phát sinh Giá trị trích trước Thời gian dự kiến phát sinh Dự án Khu đô thị IJC 45.748.934.650 Trong năm 2022 47.479.312.017 Trong năm 2021 Dự án khu tái định cư Hòa Lợi 21.359.184.450 Trong năm 2022 - Cộng 67.108.119.100 47.479.312.017', '4. Doanh thu hoạt động tài chính']"
580,value,HBC,2016,HBC_financial_statements_2016_consolidated,HBC_financial_statements_2016_consolidated|1544,79,3,1,Chi phí thuế TNDN hoãn lại,Năm nay | 98.862.685.931 | 118.752.023,48.277.443.972,48277443972.0,,,1.0,as_printed,48277443972.0,1,"['Thuế suất thuế thu nhập doanh nghiệp (""TNDN"") của Tập đoàn là 20% thu nhập chịu thuế (cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015 là 22%).', 'Các báo cáo thuế của Tập đoàn sẽ chịu sự kiểm tra của cơ quan thuế. Do việc áp dụng luật và các qui định về thuế có thể được giải thích theo nhiều cách khác nhau, số thuế được trình bày trên báo cáo tài chính hợp nhất có thể sẽ bị thay đổi theo quyết định cuối cùng của cơ quan thuế.', '32.1 Chi phí thuế TNDN']"
580,value,HBC,2015,HBC_financial_statements_2015_consolidated,HBC_financial_statements_2015_consolidated|1417,66,3,1,Chi phí (thu nhập) thuế hoãn lại,Năm nay | 36.260.738.939 | 1.047.566.688,322.960.454,322960454.0,,,1.0,as_printed,322960454.0,1,"['Thuế suất thuế thu nhập doanh nghiệp (""TNDN"") của Tập đoàn là 22% thu nhập chịu thuế.', 'Các báo cáo thuế của Tập đoàn sẽ chịu sự kiểm tra của cơ quan thuế. Do việc áp dụng luật và các qui định về thuế có thể được giải thích theo nhiều cách khác nhau, số thuế được trình bày trên báo cáo tài chính hợp nhất có thể sẽ bị thay đổi theo quyết định cuối cùng của cơ quan thuế.', '30.1 Chi phí thuế TNDN']"
582,value,MCH,2021,MCH_financial_statements_2021_consolidated,MCH_financial_statements_2021_consolidated|1333,45,2,1,Vay ngắn hạn,1/1/2021Giá trị ghi sổ/Số có khả năngtrả nợVND | 6.540.133.877.331,6.540.133.877.331,6540133877331.0,,,1.0,as_printed,6540133877331.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', '23. Vay', '(a) Vay ngắn hạn']"
582,value,MCH,2023,MCH_financial_statements_2023_consolidated,MCH_financial_statements_2023_consolidated|1300,42,2,1,Vay ngắn hạn,1/1/2023Giá trị ghi sổ/Số có khả năngtrả nợVND | 6.012.686.646.185,6.012.686.646.185,6012686646185.0,,,1.0,as_printed,6012686646185.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', '22. Vay', '(a) Vay ngắn hạn']"
583,fixed_assets,OCB,2020,OCB_financial_statements_2020_separate,OCB_financial_statements_2020_separate|337,4,27,2,Tài sản cố định vô hình,Số dư cuối năm VND | TÀI SẢN | 932.451.084.828,272.634.256.087,272634256087.0,,,1.0,as_printed,272634256087.0,1,"['BẢNG CẦN ĐỐI KẾ TOÁN RIÊNG', 'tại ngày 31 tháng 12 năm 2020', 'B02/TCTD']"
583,fixed_assets,OCB,2022,OCB_financial_statements_2022_separate_1,OCB_financial_statements_2022_separate_1|245,5,26,2,Tài sản cố định vô hình,Số dư cuối năm VND | TÀI SẢN | 793.464.354.495,304.284.322.829,304284322829.0,,,1.0,as_printed,304284322829.0,1,"['BÁO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNG', 'tại ngày 31 tháng 12 năm 2022', 'B02/TCTD']"
584,equity,AAA,2025,AAA_financial_statements_2025_consolidated,AAA_financial_statements_2025_consolidated|279,6,18,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 6.812.374.373.990 | 3.279.775.954.320,6.079.230.359.763,6079230359763.0,,,1.0,as_printed,6079230359763.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2025', 'Đơn vị tính: VND']"
584,equity,AAA,2024,AAA_financial_statements_2024_consolidated,AAA_financial_statements_2024_consolidated|240,7,18,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 7.531.941.631.255 | 4.132.594.319.010,6.236.273.953.200,6236273953200.0,,,1.0,as_printed,6236273953200.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
586,value,ACV,2021,ACV_financial_statements_2021_consolidated,ACV_financial_statements_2021_consolidated|219,4,2,3,I. Tiền và các khoản tương đương tiền,Số cuối năm VND | 37.567.953.864.201 | 572.833.249.811,572.833.249.811,572833249811.0,,,1.0,as_printed,572833249811.0,1,"['B01-DN/HN', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'vào ngày 31 tháng 12 năm 2021']"
586,value,ACV,2022,ACV_financial_statements_2022_consolidated,ACV_financial_statements_2022_consolidated|212,4,2,3,I. Tiền và các khoản tương đương tiền,Số cuối năm VND | 40.301.028.528.254 | 2.496.515.921.711,2.496.515.921.711,2496515921711.0,,,1.0,as_printed,2496515921711.0,1,"['B01-DN/HN', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'vào ngày 31 tháng 12 năm 2022']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,2,1,BeerCo Limited,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,49.197.000,49197000.0,,,1.0,as_printed,49197000.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,4,1,Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,83.899.348.477,83899348477.0,,,1.0,as_printed,83899348477.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,5,1,Công ty TNHH Một Thành Viên Tập Đoàn Bia Sài Gòn,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,76.430.448.702,76430448702.0,,,1.0,as_printed,76430448702.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,6,1,Công ty Cổ phần Bia Sài Gòn - Hà Nội,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,9.654.224.262,9654224262.0,,,1.0,as_printed,9654224262.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,7,1,Công ty Cổ phần Nước Giải Khát Chương Dương,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,3.680.497.324,3680497324.0,,,1.0,as_printed,3680497324.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,8,1,Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,3.598.810.351,3598810351.0,,,1.0,as_printed,3598810351.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,9,1,Công ty Cổ phần Rượu Bình Tây,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,3.000.000.000,3000000000.0,,,1.0,as_printed,3000000000.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,10,1,Công ty TNHH Một Thành Viên Cơ khí Sa Be Co,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,1.141.524.390,1141524390.0,,,1.0,as_printed,1141524390.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,11,1,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,631.706.174,631706174.0,,,1.0,as_printed,631706174.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,12,1,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,614.266.974,614266974.0,,,1.0,as_printed,614266974.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,13,1,Công ty Cổ phần Bia Sài Gòn - Sông Lam,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,334.060.169,334060169.0,,,1.0,as_printed,334060169.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,14,1,Công ty TNHH Một Thành Viên Bia Sài Gòn Sóc Trăng,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,312.960.056,312960056.0,,,1.0,as_printed,312960056.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,15,1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,234.267.991,234267991.0,,,1.0,as_printed,234267991.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,16,1,Công ty Cổ phần Bia Sài Gòn - Miền Tây,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,196.942.081,196942081.0,,,1.0,as_printed,196942081.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,17,1,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,118.528.934,118528934.0,,,1.0,as_printed,118528934.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,19,1,Công ty TNHH Đầu tư Thương mại Tân Thành,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,277.230.733.543,277230733543.0,,,1.0,as_printed,277230733543.0,2,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,20,1,Công ty TNHH Thủy tinh Malaya Việt Nam,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,64.200.000.000,64200000000.0,,,1.0,as_printed,64200000000.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,21,1,Công ty TNHH Trung Tâm Mê Linh,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,43.802.647.026,43802647026.0,,,1.0,as_printed,43802647026.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,22,1,Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,6.971.692.050,6971692050.0,,,1.0,as_printed,6971692050.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
588,value,SAB,2023,SAB_financial_statements_2023_separate,SAB_financial_statements_2023_separate|1112,23,23,1,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,31/12/2023VND | Công ty mẹ cấp trung gian | 49.197.000,2.021.512.801,2021512801.0,,,1.0,as_printed,2021512801.0,1,"['(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)', 'Phải thu ngắn hạn khác từ các bên liên quan']"
